song,album,prev,lyric,next,artist
Muddy Water,Kicking Against The Pricks,Won’t be back to start all over,Cause what I felt before is gone,"Mary, take the child, the river’s rising",Nick Cave & The Bad Seeds
Muddy Water,Kicking Against The Pricks,Cause what I felt before is gone,"Mary, take the child, the river’s rising",Muddy water’s changing all I know,Nick Cave & The Bad Seeds
Muddy Water,Kicking Against The Pricks,"Mary, take the child, the river’s rising",Muddy water’s changing all I know,Muddy water’s changing all I know,Nick Cave & The Bad Seeds
Muddy Water,Kicking Against The Pricks,Muddy water’s changing all I know,Muddy water’s changing all I know,"Lord, this muddy water is taking back my home",Nick Cave & The Bad Seeds
Muddy Water,Kicking Against The Pricks,Muddy water’s changing all I know,"Lord, this muddy water is taking back my home",,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,,"Yeah, my baby left me this morning","And I don’t care now, I don’t care what the people say",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"Yeah, my baby left me this morning","And I don’t care now, I don’t care what the people say",,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"And I don’t care now, I don’t care what the people say",,"Yeah, my baby left me this morning",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,,"Yeah, my baby left me this morning",Lord knows I did everything I could,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"Yeah, my baby left me this morning",Lord knows I did everything I could,And I don’t care what the people say,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,Lord knows I did everything I could,And I don’t care what the people say,"Yeah I did everything I could, that I could",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,And I don’t care what the people say,"Yeah I did everything I could, that I could",,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"Yeah I did everything I could, that I could",,Lord knows I did everything I could,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,,Lord knows I did everything I could,"I tried to satisfy her worried mind, that’s what I did",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,Lord knows I did everything I could,"I tried to satisfy her worried mind, that’s what I did","Yeah, yeah, yeah, I did every – I did everything I could, I did everything I could",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"I tried to satisfy her worried mind, that’s what I did","Yeah, yeah, yeah, I did every – I did everything I could, I did everything I could","Lord knows I did, I did what I could",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"Yeah, yeah, yeah, I did every – I did everything I could, I did everything I could","Lord knows I did, I did what I could",I tried to satisfy her worried mind,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"Lord knows I did, I did what I could",I tried to satisfy her worried mind,,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,I tried to satisfy her worried mind,,"You know she was nothing but trouble, trouble",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,,"You know she was nothing but trouble, trouble","You know she was nothing but trouble, trouble",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"You know she was nothing but trouble, trouble","You know she was nothing but trouble, trouble",She keep me worried all the time,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"You know she was nothing but trouble, trouble",She keep me worried all the time,"Oh, god knows, god knows her movements are killing me",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,She keep me worried all the time,"Oh, god knows, god knows her movements are killing me",God knows her movements are killing me,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"Oh, god knows, god knows her movements are killing me",God knows her movements are killing me,,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,God knows her movements are killing me,,"Yeah, yeah, yeah, my baby stayed out all night long, all night long",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,,"Yeah, yeah, yeah, my baby stayed out all night long, all night long",She keep me worried all the time,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"Yeah, yeah, yeah, my baby stayed out all night long, all night long",She keep me worried all the time,"Yeah, yeah, yeah, my baby stayed out all night long, all night long",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,She keep me worried all the time,"Yeah, yeah, yeah, my baby stayed out all night long, all night long",She keep me worried all the time,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"Yeah, yeah, yeah, my baby stayed out all night long, all night long",She keep me worried all the time,,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,She keep me worried all the time,,"Yeah, yeah, yeah, I lay down last night I was thinking, I lay down",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,,"Yeah, yeah, yeah, I lay down last night I was thinking, I lay down",I lay down last night I was thinking,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"Yeah, yeah, yeah, I lay down last night I was thinking, I lay down",I lay down last night I was thinking,Must I kill that woman? Must I kill that woman?,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,I lay down last night I was thinking,Must I kill that woman? Must I kill that woman?,"Oh Lord, I get down on my knees",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,Must I kill that woman? Must I kill that woman?,"Oh Lord, I get down on my knees",They tell me God forgivin’,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"Oh Lord, I get down on my knees",They tell me God forgivin’,They tell me God forgivin’ everything you do,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,They tell me God forgivin’,They tell me God forgivin’ everything you do,But I don’t care what the people say,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,They tell me God forgivin’ everything you do,But I don’t care what the people say,I’m gonna kill that woman,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,But I don’t care what the people say,I’m gonna kill that woman,"I’m gonna kill that woman, God knows",Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,I’m gonna kill that woman,"I’m gonna kill that woman, God knows",I’m gonna get down on my knees,Nick Cave & The Bad Seeds
I’m Gonna Kill That Woman,Kicking Against The Pricks,"I’m gonna kill that woman, God knows",I’m gonna get down on my knees,,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,,Yesterday the sun was shining but you’re finding the sun it,Don’t shine all the time,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Yesterday the sun was shining but you’re finding the sun it,Don’t shine all the time,A winter day suddenly came your way,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Don’t shine all the time,A winter day suddenly came your way,And you ran into your mind,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,A winter day suddenly came your way,And you ran into your mind,,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,And you ran into your mind,,Sleeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,,Sleeping Annaleah,Weeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Sleeping Annaleah,Weeping Annaleah,Do you think you’re ready for me?,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Weeping Annaleah,Do you think you’re ready for me?,,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Do you think you’re ready for me?,,"Oh and yesterday is gone forever and ever, never",Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,,"Oh and yesterday is gone forever and ever, never",To be again,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,"Oh and yesterday is gone forever and ever, never",To be again,"You looked for the sunshine, that brought warmth to your mind",Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,To be again,"You looked for the sunshine, that brought warmth to your mind",But find only rain,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,"You looked for the sunshine, that brought warmth to your mind",But find only rain,,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,But find only rain,,Sleeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,,Sleeping Annaleah,Weeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Sleeping Annaleah,Weeping Annaleah,"No, you’re not ready for me",Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Weeping Annaleah,"No, you’re not ready for me","But when yesterday becomes a memory, a memory",Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,"No, you’re not ready for me","But when yesterday becomes a memory, a memory",That we uncovered in time,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,"But when yesterday becomes a memory, a memory",That we uncovered in time,If you still remember that cold September,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,That we uncovered in time,If you still remember that cold September,I reigned in your mind,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,If you still remember that cold September,I reigned in your mind,Sleeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,I reigned in your mind,Sleeping Annaleah,Weeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Sleeping Annaleah,Weeping Annaleah,Then you’d be ready for me,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Weeping Annaleah,Then you’d be ready for me,,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Then you’d be ready for me,,Sleeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,,Sleeping Annaleah,Weeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Sleeping Annaleah,Weeping Annaleah,Sleeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Weeping Annaleah,Sleeping Annaleah,Weeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Sleeping Annaleah,Weeping Annaleah,Sleeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Weeping Annaleah,Sleeping Annaleah,Weeping Annaleah,Nick Cave & The Bad Seeds
Sleeping Annaleah,Kicking Against The Pricks,Sleeping Annaleah,Weeping Annaleah,,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,,She walks these hills in a long black veil,She visits my grave when the night winds wail,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,She walks these hills in a long black veil,She visits my grave when the night winds wail,"Nobody knows, nobody sees",Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,She visits my grave when the night winds wail,"Nobody knows, nobody sees",Nobody knows but me,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,"Nobody knows, nobody sees",Nobody knows but me,,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,Nobody knows but me,,"Ten years ago, on a cold dark night",Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,,"Ten years ago, on a cold dark night",Someone was killed ‘neath the town hall light,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,"Ten years ago, on a cold dark night",Someone was killed ‘neath the town hall light,"There were few at the scene, but they all agreed",Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,Someone was killed ‘neath the town hall light,"There were few at the scene, but they all agreed",That the slayer who ran looked a lot like me,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,"There were few at the scene, but they all agreed",That the slayer who ran looked a lot like me,,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,That the slayer who ran looked a lot like me,,"The judge, he said: “Son, what is your alibi?",Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,,"The judge, he said: “Son, what is your alibi?","If you were somewhere else, then you won’t have to die”",Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,"The judge, he said: “Son, what is your alibi?","If you were somewhere else, then you won’t have to die”","But I spoke not a word, though it meant my life",Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,"If you were somewhere else, then you won’t have to die”","But I spoke not a word, though it meant my life",For I’d been in the arms of my best friend’s wife,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,"But I spoke not a word, though it meant my life",For I’d been in the arms of my best friend’s wife,,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,For I’d been in the arms of my best friend’s wife,,She walks these hills in a long black veil,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,,She walks these hills in a long black veil,She visits my grave when the night winds wail,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,She walks these hills in a long black veil,She visits my grave when the night winds wail,"Nobody knows, nobody sees",Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,She visits my grave when the night winds wail,"Nobody knows, nobody sees",Nobody knows but me,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,"Nobody knows, nobody sees",Nobody knows but me,,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,Nobody knows but me,,Now the scaffold is high and eternity is near,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,,Now the scaffold is high and eternity is near,She stood in the crowd but shed not a tear,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,Now the scaffold is high and eternity is near,She stood in the crowd but shed not a tear,But sometimes at night when the cold winds moan,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,She stood in the crowd but shed not a tear,But sometimes at night when the cold winds moan,"In a long black veil, she cries on my bones",Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,But sometimes at night when the cold winds moan,"In a long black veil, she cries on my bones",,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,"In a long black veil, she cries on my bones",,She walks these hills in a long black veil,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,,She walks these hills in a long black veil,She visits my grave when the night winds wail,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,She walks these hills in a long black veil,She visits my grave when the night winds wail,"Nobody knows, nobody sees",Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,She visits my grave when the night winds wail,"Nobody knows, nobody sees",Nobody knows but me,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,"Nobody knows, nobody sees",Nobody knows but me,"No, no, nobody knows but me",Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,Nobody knows but me,"No, no, nobody knows but me",I said nobody knows but me,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,"No, no, nobody knows but me",I said nobody knows but me,Yeah nobody knows but me,Nick Cave & The Bad Seeds
Long Black Veil,Kicking Against The Pricks,I said nobody knows but me,Yeah nobody knows but me,,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,,Hey Joe,Where you going with that gun in your hand?,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Hey Joe,Where you going with that gun in your hand?,Hey Joe,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Where you going with that gun in your hand?,Hey Joe,Where you going with that gun in your hand?,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Hey Joe,Where you going with that gun in your hand?,,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Where you going with that gun in your hand?,,I’m gonna shoot my baby,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,,I’m gonna shoot my baby,I caught her messin round,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,I’m gonna shoot my baby,I caught her messin round,With another man,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,I caught her messin round,With another man,,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,With another man,,Hey Joe,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,,Hey Joe,I heard you shot your baby down,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Hey Joe,I heard you shot your baby down,Hey Joe,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,I heard you shot your baby down,Hey Joe,I heard you shot your baby down,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Hey Joe,I heard you shot your baby down,,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,I heard you shot your baby down,,Yes I did I shot her,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,,Yes I did I shot her,I went and put her in the ground,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Yes I did I shot her,I went and put her in the ground,,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,I went and put her in the ground,,Hey Joe,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,,Hey Joe,Where you gonna run to now?,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Hey Joe,Where you gonna run to now?,Hey Joe,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Where you gonna run to now?,Hey Joe,Where you gonna run to now?,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Hey Joe,Where you gonna run to now?,,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Where you gonna run to now?,,I’m heading way down South,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,,I’m heading way down South,Where I can be free,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,I’m heading way down South,Where I can be free,I’m heading Mexico way,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,Where I can be free,I’m heading Mexico way,No hangman’s about to put a leash around me,Nick Cave & The Bad Seeds
Hey Joe,Kicking Against The Pricks,I’m heading Mexico way,No hangman’s about to put a leash around me,,Nick Cave & The Bad Seeds
The Singer,Kicking Against The Pricks,,As I walk these narrow streets,Where a million passin feet have trod before me,Nick Cave & The Bad Seeds
The Singer,Kicking Against The Pricks,As I walk these narrow streets,Where a million passin feet have trod before me,With my guitar in my hand,Nick Cave & The Bad Seeds
The Singer,Kicking Against The Pricks,Where a million passin feet have trod before me,With my guitar in my hand,Suddenly I realize nobody knows me,Nick Cave & The Bad Seeds
The Singer,Kicking Against The Pricks,With my guitar in my hand,Suddenly I realize nobody knows me,Where yesterday the multitude,Nick Cave & The Bad Seeds
The Singer,Kicking Against The Pricks,Suddenly I realize nobody knows me,Where yesterday the multitude,Screamed and cried my name out for a song,Nick Cave & The Bad Seeds
