song,album,prev,lyric,next,artist
Big–Jesus–Trash–Can,Junkyard,,Big–Jesus soul-mates trash–can,fucking rotten business this,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,Big–Jesus soul-mates trash–can,fucking rotten business this,both feet in the Bad-Boot,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,fucking rotten business this,both feet in the Bad-Boot,"stiff in the crypt, baby, like a rock",The Birthday Party
Big–Jesus–Trash–Can,Junkyard,both feet in the Bad-Boot,"stiff in the crypt, baby, like a rock",rock-rock-rock,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,"stiff in the crypt, baby, like a rock",rock-rock-rock,Big–Jesus soul-mates trash–can,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,rock-rock-rock,Big–Jesus soul-mates trash–can,pumped me fulla trash at least it smelt like trash,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,Big–Jesus soul-mates trash–can,pumped me fulla trash at least it smelt like trash,wears a suit of Gold (got greasy hair),The Birthday Party
Big–Jesus–Trash–Can,Junkyard,pumped me fulla trash at least it smelt like trash,wears a suit of Gold (got greasy hair),but God gave me Sex appeal,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,wears a suit of Gold (got greasy hair),but God gave me Sex appeal,,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,but God gave me Sex appeal,,well-well-well-well-rock,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,,well-well-well-well-rock,well-well-well-well-rock,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,well-well-well-well-rock,well-well-well-well-rock,well-well-well-well-rock,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,well-well-well-well-rock,well-well-well-well-rock,well-well-well-well-rock,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,well-well-well-well-rock,well-well-well-well-rock,he drives a trash–can,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,well-well-well-well-rock,he drives a trash–can,he drives a trash–can,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,he drives a trash–can,he drives a trash–can,he drives a trash–can,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,he drives a trash–can,he drives a trash–can,he drives a trash–can,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,he drives a trash–can,he drives a trash–can,he’s comin’ to my town rock-rock-rock-,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,he drives a trash–can,he’s comin’ to my town rock-rock-rock-,r-o-o-o-o-o-o-o-o-o-o-o-o-o-o-o-o-ck!,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,he’s comin’ to my town rock-rock-rock-,r-o-o-o-o-o-o-o-o-o-o-o-o-o-o-o-o-ck!,,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,r-o-o-o-o-o-o-o-o-o-o-o-o-o-o-o-o-ck!,,Big–Jesus–oil–King down in Texas,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,,Big–Jesus–oil–King down in Texas,drives great holy tanks of Gold,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,Big–Jesus–oil–King down in Texas,drives great holy tanks of Gold,Screams from heaven’s Graveyard,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,drives great holy tanks of Gold,Screams from heaven’s Graveyard,American heads will roll in Texas,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,Screams from heaven’s Graveyard,American heads will roll in Texas,(roll like Daddies’ Meat),The Birthday Party
Big–Jesus–Trash–Can,Junkyard,American heads will roll in Texas,(roll like Daddies’ Meat),roll under those singing stars of Texas,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,(roll like Daddies’ Meat),roll under those singing stars of Texas,,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,roll under those singing stars of Texas,,well-well-well-well-rock,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,,well-well-well-well-rock,well-well-well-well-rock,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,well-well-well-well-rock,well-well-well-well-rock,well-well-well-well-rock,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,well-well-well-well-rock,well-well-well-well-rock,well-well-well-well-rock,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,well-well-well-well-rock,well-well-well-well-rock,he drives a trash–can,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,well-well-well-well-rock,he drives a trash–can,he drives a trash–can,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,he drives a trash–can,he drives a trash–can,he drives a trash–can,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,he drives a trash–can,he drives a trash–can,he drives a trash–can,The Birthday Party
Big–Jesus–Trash–Can,Junkyard,he drives a trash–can,he drives a trash–can,"He’s comin’ to my town, He’s comin’ to my town",The Birthday Party
Big–Jesus–Trash–Can,Junkyard,he drives a trash–can,"He’s comin’ to my town, He’s comin’ to my town","He’s comin’ to my town, He’s comin’ to my town",The Birthday Party
Big–Jesus–Trash–Can,Junkyard,"He’s comin’ to my town, He’s comin’ to my town","He’s comin’ to my town, He’s comin’ to my town",,The Birthday Party
Kiss Me Black,Junkyard,,Now they put the stink on us,Throw us to the succubus,The Birthday Party
Kiss Me Black,Junkyard,Now they put the stink on us,Throw us to the succubus,Fed us to the incubus,The Birthday Party
Kiss Me Black,Junkyard,Throw us to the succubus,Fed us to the incubus,And brung in the Saprophagous,The Birthday Party
Kiss Me Black,Junkyard,Fed us to the incubus,And brung in the Saprophagous,c’mon and kiss me black,The Birthday Party
Kiss Me Black,Junkyard,And brung in the Saprophagous,c’mon and kiss me black,I need to feel your lips around me,The Birthday Party
Kiss Me Black,Junkyard,c’mon and kiss me black,I need to feel your lips around me,c’mon and kiss me black,The Birthday Party
Kiss Me Black,Junkyard,I need to feel your lips around me,c’mon and kiss me black,Black as the pit in which you found me,The Birthday Party
Kiss Me Black,Junkyard,c’mon and kiss me black,Black as the pit in which you found me,,The Birthday Party
Kiss Me Black,Junkyard,Black as the pit in which you found me,,She’s like a dog you have to kick her,The Birthday Party
Kiss Me Black,Junkyard,,She’s like a dog you have to kick her,Sleeps like a swastika,The Birthday Party
Kiss Me Black,Junkyard,She’s like a dog you have to kick her,Sleeps like a swastika,And says ‘everyone’s a winner now,The Birthday Party
Kiss Me Black,Junkyard,Sleeps like a swastika,And says ‘everyone’s a winner now,cos everyone’s a sinner now’,The Birthday Party
Kiss Me Black,Junkyard,And says ‘everyone’s a winner now,cos everyone’s a sinner now’,come on and kiss me black,The Birthday Party
Kiss Me Black,Junkyard,cos everyone’s a sinner now’,come on and kiss me black,come and sail your ships around me,The Birthday Party
Kiss Me Black,Junkyard,come on and kiss me black,come and sail your ships around me,c’mon and kiss me black,The Birthday Party
